"","COMMENT_ID","AUTHOR","DATE","CONTENT","CLASS","key","YID"
"12","z13hwbshcnrhztsw204cirfgvregzvywmag","emily 13",2015-05-28 23:10:37,"i love song :)<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"13","z13nsd141x24yjh2m224xvlhisrqet4pj04","TheJohnRage",NA,"Alright ladies, if you like this song, then check out John Rage.  He&#39;s a smoking hot rapper coming into the game.  He&#39;s not better than Eminem lyrically, but he&#39;s hotter. Hear some of his songs on my channel.<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"14","z132ib3jvvqvzjj5t04ccrequzy5jhvr5ps0k","William Davis",2015-05-28 22:42:19,"The perfect example of abuse from husbands and the thing is I&#39;m a feminist so I definitely agree with this song and well...if I see this someone&#39;s going to die! Just sayin.<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"15","z13puxp4xp35shhfy22bxx5pqlecxhqgc04","Ashleigh_ Baise",2015-05-28 22:21:26,"The boyfriend was Charlie from the TV show LOST <U+FEFF>",0,"Eminem","uelHwf8o7_U"
"16","z13kyh3gdnnzdvxjt04ch5xzwlvjyfujpik","Lauralyn Karoll",NA,"<a href=""https://www.facebook.com/groups/100877300245414/"">https://www.facebook.com/groups/100877300245414/</a><U+FEFF>",1,"Eminem","uelHwf8o7_U"
"17","z12lhjtxlsisx55yu04cjp3x2mnmu34bh3g","Shirley Lim",NA,"Take a look at this video on YouTube:<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"18","z13hhxajgrnldjmn523dsjqynsewilbm1","TMCB production (Instrumental Beats)",NA,"Check out our Channel for nice Beats!!<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"19","z12xurdj0qznephwg04cftq5rszgxdnq0xw0k","Sylith",2015-05-28 21:50:26,"Rihanna and Eminem together are unstoppable.<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"20","z13isdtoikvzjlkij04cjxchbpv1tvpgmx40k","nepaladventure",NA,"Check out this playlist on YouTube:<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"21","z13qf1qgcyigy14mx223iv2yqxb5ebze4","Pugnsuit",2015-05-28 21:32:08,"This song is about Rape and Cheating     <br /><br /><br /><br /><br /><br /><br /><br /><br /><br />Basically.....<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"22","z13tyhj4drvcxzllt222tvwp3qi1e34ju04","Inga Lomidze",NA,"like please<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"23","z12fcjxowubrsnwx104cftlgcpfzw5uwbug0k","Izana",2015-05-28 20:46:16,"I love this song, can&#39;t believe it was 5 years ago, it doesn&#39;t get old though<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"24","z12yg3dp5kf0hnbdj23aftm4iovygt32c","Daniel Klous",2015-05-28 20:24:21,"OMG that looks just like a piece of the mirror of harry potter and the deathly hallows.<br />Either that house. (sirius black)<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"25","z13xstfb3srrybsb404ccl5w4u3gin4pliw","Martin Gébele MUSIC",NA,"I shared my first song &quot;I Want You&quot;, and I hope you&#39;ll like it. Take a listen!<U+270C><U+FE0F><U+0001F60A> <a href=""https://youtu.be/-YfUY4gKr1c"">https://youtu.be/-YfUY4gKr1c</a><U+FEFF>",1,"Eminem","uelHwf8o7_U"
"26","z12nebyotsjgdxusi22nwj04pzypjx4ti","Crudgy",NA,"Come and check out my music!Im spamming on loads of videos but its just to try and get my music across to new people<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"27","z13ke3jo2mejdbj3v22rslzzwuekwhsch","Joyce Jones",NA,"Check out this playlist on YouTube:<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"28","z13gvxshio2lcx1fx22oc3jplwmhzrpsz","Hambro",NA,"HUH HYUCK HYUCK IM SPECIAL WHO&#39;S WATCHING THIS IN 2015 IM FROM AUSTRALIA OR SOMETHING GIVE ME ATTENTION PLEASE IM JUST A RAPPER WITH A DREAM IM GONNA SHARE THIS ON GOOGLE PLUS BECAUSE IM SO COOL.<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"29","z12litdrrkzmg51kn23ghl2rctvttp0c4","LIL TEZ",2015-05-28 20:11:52,"You exactly who u want to be,watching your favourite rappers on tv<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"30","z13mwrzgekanfjbnw23pgfwzwzf4wxgwv04","Maryf",2015-05-28 19:27:42,"Rihanna is absolutely gorgeous in this video.<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"31","z12wefdg1w2sz3ase22tsd4j2xn1ybakp","There's No Saving Grace (FreakOffLeash)",NA,"Check out this video on YouTube:<br /><br />Love this song... It&#39;s all good will never go back that but I&#39;ll always remember the passion but never want to go back to being dysfunctional insanity....... Goal is to live happy not live insane. <U+FEFF>",1,"Eminem","uelHwf8o7_U"
"32","z12phhz5snysw5yn122xtjtiennhtlqc5","Kishore sl",2015-05-28 18:41:47,"Don&#39;t love someone soo much, love the way u lie..<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"33","z121djwacsnbjhafe22nfvj5fuqti5i0t","Dragon Addict",2015-05-28 17:49:36,"one of the BEST SONGS in music history<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"34","z12txfjzxvnaez5ov04cgjkbhnrnt3nzv04","Belinda Mitchell",NA,"Check out this playlist on YouTube:<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"35","z125zruy3pfweniga04celt52kjjjxvgik40k","Klaudia Marysol",NA,"Check out this video on YouTube:<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"36","z133sdliqlyvjldpn04cdxfhltqeen2gtsc0k","Rachael Knapp",NA,"Check out this video on YouTube:<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"37","z12bdbbiyljvspiop04cgxpzmz3fgn2zppw0k","susie johnson",2015-05-28 17:27:31,"No-I hate The Way U LIe!!<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"38","z12ruf1qbzv5xxdqq04cgjmiknmhx1mq314","Playboy 808",2015-05-28 17:25:06,"Fuck Eminem. Bieber is the best &lt;3<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"39","z13ss524vpztvf2de23cyz2bmlfbvtcx304","Melissa Erhart",NA,"Check out this playlist on YouTube:chcfcvzfzfbvzdr<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"40","z13uhpnygtntxr1q104cdb441oz0c5lz3yk0k","melissa delaney",NA,"Check out this playlist on YouTube: <U+FEFF>",1,"Eminem","uelHwf8o7_U"
"41","z12hsdhwjqesj54wz04cc5aikwemsrarvak","Ben Romanucci",NA,"Im gonna share a little ryhme canibus blows eminem away a quadrillion times especially about the categories of intelligent things in his mind. That he learned and rapped about and forgot before eminem spit his first ryme.luv ya linz 4e<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"42","z12evpx4aliqc1fmp22sifxaiubaxrwre04","kevin alvarado",NA,"Check out this video on YouTube:<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"43","z13gctgbhzitfr1up22axlkztzntfvjzt04","mona lavallee",NA,"Check out this video on YouTube<br /><br /><br /><U+FEFF>",1,"Eminem","uelHwf8o7_U"
"44","z13ktfeorojjx3dbd04cdzngspmlzj5qghs","Daniel Wagemans",NA,"CHECK OUT THE NEW REMIX !!!<br />CLICK CLICK !!<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"45","z12asj4zop3ktr1le22ac54rmryqg321y","Greg Porter",NA,"Check out this playlist on YouTube:<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"46","z12avrn4pmaaw34bc04cjfhhjvuazn3w0qk0k","Chris Faith",NA,"I personally have never been in a abusive relationship. I probably never will. I don&#39;t hit women. Mom has my dad used to hit my mom before he left. I can relate I&#39;m writing about one at the moment subscribe to hear it. EVERY fan counts.<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"47","z12ofn4qmkmadrykm22bw5dgns3cxjcrh04","sonia prudencio",2015-05-28 16:58:53,"Love<U+0001F618><U+2764><U+0001F496><U+FEFF>",0,"Eminem","uelHwf8o7_U"
"48","z130wtjzpzjvzdtrf04cd5e4zpehgro5eoo0k","Romulus IV",2015-05-28 16:09:13,"Haha, I can&#39;t believe how many kids listen to Eminem.  You kids know that he does drugs and ends high in jail. I wonder why he never ended OD. <U+FEFF>",0,"Eminem","uelHwf8o7_U"
"49","z12qslfpnzyytzhfs23sxzpo0zjnibzw404","awsome models",NA,"plese subscribe to me<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"50","z134hvbh0uqsvrhvc22bd5irmlnsxll4f04","Kyle Joyce",NA,"Check out this video on YouTube:<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"51","z12vv12yzxuzhnaw104cg3hyboiwyvc4ea0","CypherBrothers",NA,"Aye homies check out our remix to 50 Cent Your Life Is On The Line we just started our youtube channel and we are all ways working hard, give us some feed back on our latest song on what you guys think if you like show support.<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"52","z13zety5rwintlwlp23jtf5gxtalhlqrx04","Lynda Johnson",2015-05-28 15:19:53,"this is the 2nd most best song when im gone by m&amp;m<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"53","z12pivfwewrbghj5504ccf5binmnurn5chg","Bryan Carter",NA,"Check out this video on YouTube:<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"54","z12ujdnhpwroej3rd04cgrlguunjdnfwmkc0k","Bo Lanciné MAGASSOUBA",2015-05-28 11:47:37,"WE GO FOR 1,000,000,000 FOR EMINEM<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"55","z12zfn0hzpazglcqa04cel05ixmujrq4ns40k","Supernatural Kubilay",2015-05-28 07:23:37,"Eminem and Rihanna sing the song very well.<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"56","z12mjlfh2wyzzzc3e22sehuzmmjmstlv2","Bilinmeyenin Bilinmeyeni",NA,"Subscribe me Secret videos :D<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"57","z13ahxgwpxvqwdc5l04cfx04zujse1vqprc0k","Janie Musgrove",NA,"Check out this video on YouTube:<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"58","z13agbcrkp34wjdgl04cefs5lvvcxzeoj0s","Karen Cook",NA,"Check out this video on YouTube:but I&#39;m not Rhinnah<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"59","LneaDw26bFt7RP87Zm4xWaDRwG5SE0XUHC_YBbvPQhQ","ultimatecleanmusic",NA,"Subscribe to me for clean Eminem!",1,"Eminem","uelHwf8o7_U"
"60","LneaDw26bFshLT1-9YrPxWqbLzAdCIz2qsKDoIM2SDY","DJ ROY",NA,"Hey youtubers... {**}I really appreciate all of you who took the time, to read this, I am just a 19 year old boy who wants to be a successful musician in the           music world. {**}I dont have any money to advertise my channel, {**}If you could just visit my channel, comment on my video or subscribe, that would be great.... {**}It will only be few seconds of your life..... {**}Thank u to all the people who just gave me a chance l really appreciate it",1,"Eminem","uelHwf8o7_U"
"61","z13dd1easxeqvnjxj04cerrianuqvzhyh3g","Puan Sha Zamri",2015-05-28 07:22:25,"LOVE THE WAY YOU LIE ..&quot;<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"62","z12dhdyq0lrxvfnkc23audjzgyjlhjoi204","andrewregino1",NA,"Check out this video on YouTube:<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"63","LneaDw26bFsY5GVSw7Ysrp_qYtM0fQNxxmgXMIejcys","Pedazo Astur",NA,"This guy win dollars sleeping... m m m he loves the planet its full of RETARDS",1,"Eminem","uelHwf8o7_U"
"64","LneaDw26bFspn3Az6aidHV7B4bezpM4wwmxPZdnRcI0","A Way With Words",NA,"Check out our cover of this song!",1,"Eminem","uelHwf8o7_U"
"65","z13bjd54knqthbzis04cjb5xxsydfhzqejk","Louis Serano",NA,"Check out this video on YouTube:<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"66","z13cxvn4hyjbyjiab04cepiynzaihpmpp24","Muhamat Agus",2015-05-28 06:20:49,"goot<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"67","z12yzzqoozqieho4x04ci12qbrzhyzyyvjg","iSmartKid",2015-05-28 03:27:18,"2015 but Im still listening to this!<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"68","z13fybbinsbfsxkmp22xcdlr1lqjuzi5i04","Jodie Jackson",2015-05-28 01:55:43,"How is this the most watched Eminem video, it beats not afraid? <U+FEFF>",0,"Eminem","uelHwf8o7_U"
"69","LneaDw26bFt7AvG8x15igOZvrWApak5Zh5-PPag9YTs","themagicmangotree",NA,"Check out my channel for funny skits! Thanks!",1,"Eminem","uelHwf8o7_U"
"70","LneaDw26bFvYw369Q5okcXCmHP7yDxn75UhHEKdI8Kc","AllDailyVines",NA,"hahahahah <U+2665><U+2665><U+2665><U+2665> :D like vines ?  Subscribe to me for daily vines",1,"Eminem","uelHwf8o7_U"
"71","LneaDw26bFsR_suTFQXPd6_Nuv-oikecM7Vx539o-2k","Samantha Sawyer",NA,"please read this please! i am a country singer who is trying to become someone. so if you would like my videos please. just type... boys round here by country girl (only on computer) wasting all these tears e.t. please subscribe and like",1,"Eminem","uelHwf8o7_U"
"72","z124ipdjxtumszl0c23schdzqpb0xvczx04","Tajuanna Davis",NA,"Check out this video on YouTube:<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"73","LneaDw26bFscYlZhrdft-O6Q7koeIpT4s4zpkbDHxl4","FreshX",NA,"GUYS SHARE THIS VIDEO!!!!!  HE must have 1.000.000.000 views  Share on Facebook, groups, pages!!",1,"Eminem","uelHwf8o7_U"
"74","LneaDw26bFsrleSoC9hVAdk8QmJCwfmQ1BuBDhQBQ6E","Wild 'N' Out",NA,"CHECK OUT Eminem - Rap God LYRIC VIDEO",1,"Eminem","uelHwf8o7_U"
"75","z13durcjdm23ifwo204cfxhzawawsrmps24","Alura Patterson",2015-05-28 01:51:54,"Love this song<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"76","z12ied2xrpvuyrhkw224hxphqrzeev5s2","Cristian Sepulveda",2015-05-28 01:47:29,"Rihana, Love Me. :(<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"77","LneaDw26bFuUatkiFUWLUY4JNw8D3HREKe8cD134B3U","Michael J. Cabose",NA,"like this comment then type 1337",1,"Eminem","uelHwf8o7_U"
"78","z12buhk4iou1g3jl322ts5mzltm4fdhpz04","RoyEpperson",2015-05-28 00:59:58,"Is that Charlie from lost?<br /><U+FEFF>",0,"Eminem","uelHwf8o7_U"
"79","z13hcbfavrmgdz5df23nvnewnrbqj31vr","TheSkullcrusher73",2015-05-28 00:13:57,"who the fuck cheats on megan fox<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"80","z13ui5tzlzucinaab04chvzqps22cxhznxc0k","Sebastian Martinez",2015-05-27 23:35:12,"that is megan fox<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"81","z13ufngwhsmyedddo23yhp3hroypufsmz","Febe Gonzalez",2015-05-27 21:01:51,"I love music<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"82","LneaDw26bFv6O3PTavPjpuAqyBikCq_8e6hyf4UjzYU","Michael J. Cabose",NA,"like this comment then type 1337",1,"Eminem","uelHwf8o7_U"
"83","z13xcrw5xrregt5gu04cg5rrtl3mwdkp33o","Laura Da Silva",2015-05-27 20:53:19,"<U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+2764><U+FEFF>",0,"Eminem","uelHwf8o7_U"
"84","z13seb1gkmvqd1qne22ef3uihziwzlpqc04","Bayern Franken",2015-05-27 20:37:13,"hot,hot<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"85","z134hfcw5v20ztroh04cjv4aezyaz5lq3zs0k","Tyler Gilman",NA,"Check out this video on YouTube:<U+FEFF>",1,"Eminem","uelHwf8o7_U"
"86","LneaDw26bFuiuUSZ-vXu3wz5XEsS6fhI7SHFsSXLcdo","ViperFoe",NA,"Wow justin Bieber is Better  thats why when he buys medication he always shares with his half wited money alfred but sadly enough he is an attention hog with swamp ass and an eating disorder filled with sassy mice, and flaming hot cheetos that he can eat with the power of the samurman.",1,"Eminem","uelHwf8o7_U"
"87","z13oexlyfxivznriw04cdxmqqpmgy3bi5z40k","Jimmy Hopkins",2015-05-27 20:02:52,"this fucking song like a&#39;n oreo the only white part is the good 1<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"88","z12oyrwohnngydher22nvh2qqvmtcvqo004","Dale Sullivan",2015-05-27 19:09:05,"no where near one of eminems actual best songs, real fans know what im talking about: Untitled, cold wind blows, welcome 2 hell, elevator, business, wtp, almost famous, 25 to life, rock bottom, no apologies, same song and dance, without me, way i am, toy soldiers, mosh and insane &lt; songs off the top of my head that&#39;s better<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"89","LneaDw26bFuP3B-am8XnZ--Od7F-JAwYOX4wwSK6Z64","volleyballspikerable",NA,"Finally someone shares the same opinion as me. I&#39;ve tried really hard to like Gangnam style but I just can&#39;t, I don&#39;t even get the dance either. A song like this should be more popular than Gangnam Style, at least it makes sense.",1,"Eminem","uelHwf8o7_U"
"90","LneaDw26bFutstEGU6gC3skDv8gnI8WnvWwvbuw3TP0","DanteBTV",NA,"Check Out The New Hot Video By Dante B Called Riled Up",1,"Eminem","uelHwf8o7_U"
"91","LneaDw26bFvx3P5m9aHNEmwxaQJ2-C9iXQYdJD8fpiA","DanteBTV",NA,"Check Out The New Hot Video By Dante B Called Riled Up",1,"Eminem","uelHwf8o7_U"
"92","z12ithhjbzzhwdmy504cfd4ypkiiizlbg3k","Ali Baza",2015-05-27 18:33:10,"Still listening,still same pleasure<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"93","LneaDw26bFuYQhgPVcKoJxOS7aSiV7l-Ce25QwQEabw","Josephine Monti",NA,"¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦ FACEBOOK PASSWORD HACK 2013! facebook-pass-hack2013.blogspot.com ONLY 100% WORKING SOFTWARE FOR HACKING ANY FACEBOOK PASSWORD! It&#39;s FREE for download and breaks any password in 10-15 minutes! 100% virus free! For details and FREE DOWNLOAD please visit facebook-pass-hack2013.blogspot.com ¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦¦",1,"Eminem","uelHwf8o7_U"
"94","z12ey1yzeo3quba4j04cfri44zazflihkes","Aurora Calvanelli",2015-05-27 18:00:23,"I love you!<U+2764><U+2728><U+FEFF>",0,"Eminem","uelHwf8o7_U"
"95","z13qjrqjnqbcvnpeg23lubsaezyzx1wti","LXZNY",2015-05-27 17:47:58,"2010? The time past so fast ..<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"96","LneaDw26bFsE40L22WKVUqwIkp6g-YbHB2NgDr9DNo8","Dakoda Bigelow",NA,"Hey everyone, I&#39;m Dakoda Bigelow.  I&#39;m a 17 year old singer, rapper and producer.  I&#39;ve gained over 490,000 views so far but I really need more views, likes and subscribers in order to make it.  Check out my brand new music video for my song So Gone!  Also check out my new song called Deaf.  A few moments of your time would be greatly appreciated and you won&#39;t regret it :)  Please thumbs this up so more people can see it!  Thanks for the support.",1,"Eminem","uelHwf8o7_U"
"97","z13ddxrp0kv1gb13u22xudej0xrfwjk1f","ankan412",2015-05-27 17:38:49,"#2015 FUCK YEAH<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"98","z134d5u5gkeeudxkj234wpgbxxezi1eb104","UserGamer51 _",2015-05-27 17:33:07,"eminem is a ginius stop!<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"99","z13sgp25fzybg11lc23bhncaipqvgz14q04","Fill Reseni",2015-05-27 17:10:53,"The rap: cool     Rihanna: STTUUPID<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"100","z12pxz2gvtrzfntqz04chluidzjvtr0yf04","Amer Amer",2015-05-27 15:40:48,"Just gonna stand there and hear me cry ..<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"101","z12ndfzrsunjyji1522exnrwcl3rt11eh","AliBerk Özer",2015-05-27 15:16:59,"Love<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"102","z12mw1oyume1vb3by04ci3u5it3pgbbgrng0k","King Kunta",2015-05-27 09:59:32,"Feels and emotions in this song...God damn<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"103","LneaDw26bFt04z-5gd60QQsZAfjRxMsf7yqOomgDuvg","Joden Brett",NA,"all u should go check out j rants vi about eminem",1,"Eminem","uelHwf8o7_U"
"104","z13gi54oqrf2hlkxg04cedchhrnjy13oj4s","GB REEFAT",2015-05-27 07:44:24,"MEGAN FOX AND EMINEM TOGETHER IN A VIDEO  DOESNT GET BETTER THAN THAT<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"105","z13suzmh3uztgzwpo04cczvhfqfyifcawws0k","char mcleod",NA,"Check out this video on YouTube: <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Eminem"">#Eminem</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23Lovethewayyoulie"">#Lovethewayyoulie</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23RapGod"">#RapGod</a> <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23King"">#King</a> <U+FEFF>",1,"Eminem","uelHwf8o7_U"
"106","LneaDw26bFsatnacZXb_S1v2dOV0EyaNuykTxwkPmWg","101Tele",NA,"yo I know nobody will probably even read this..  But I’m gonna type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You",1,"Eminem","uelHwf8o7_U"
"107","z12ecbfbewzlxxe5u04cjtmhqnzsdvyx1vs0k","leslie mendoza",2015-05-27 04:28:42,"best song<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"108","LneaDw26bFtwg5A1ijrcWVqI_5EptEDoyiygIJl5Xp4","real money",NA,"subscribe to my feed",1,"Eminem","uelHwf8o7_U"
"109","LneaDw26bFtiRx1bZC7n8eZ5ZsRoXrrrfdVu_92PJd4","SlimShadyPG",NA,"EVERYONE GO AND SHARE youtu  be/ARkglzjQuP0 ON FB,TWITTER,G+ TO VOTE FOR EMINEM TO BECOME ARTIST OF THE YEAR ON FIRST EVER YOUTUBE MUSIC AWARDS !!!  AND GET THIS METHOD TO CHEAT AT INTERNET ROULETTE OUT OF EMINEMS VIDEO ! SHADY ARTIST OF THE YEAR !",1,"Eminem","uelHwf8o7_U"
"110","LneaDw26bFu5UYF_PGCmMngzhI9QbSqmuO8zWFK0DCk","MegaEvilMonkee",NA,"Check out Em&#39;s dope new song monster here: /watch?v=w6gkM-XNY2M  MMLP2 FTW :)",1,"Eminem","uelHwf8o7_U"
"111","LneaDw26bFs8EyO6vOIKjYpRt-sa-JxqbsTjjcbiPaQ","Adela Korman",NA,"Check out my SEXY VIDEO :*",1,"Eminem","uelHwf8o7_U"
"112","LneaDw26bFuLqTvlvHELy-tdwJHJYoSpv3zRbTj-5SQ","Adela Korman",NA,"Check out my SEXY VIDEO :*",1,"Eminem","uelHwf8o7_U"
"113","z13acfnbooefdzs4b04chtqjgyu0g5qqmgg","Sean Gormaly",2015-05-27 01:47:25,"Is that Charlie from lost?<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"114","z13sy3uphtayfrujz04citigxpnfj5c4gk00k","DrAxel81",2015-05-26 23:58:40,"Anyone else notice that Megan Fox is in this video?<U+FEFF>",0,"Eminem","uelHwf8o7_U"
"115","LneaDw26bFu5aHCxlCYOFf1hW49mEQ4diJ3yjwxuW3U","Chuck Norris",NA,"Do you need more instagram followers or photo likes? Check out IGBlast.com and get em in minutes!",1,"Eminem","uelHwf8o7_U"
"116","LneaDw26bFv9-vkMJy7kInsCbJzQ8qlJ8oUz9N7WfFQ","DanteBTV",NA,"Check Out The New Hot Video By Dante B Called Riled Up",1,"Eminem","uelHwf8o7_U"
"117","LneaDw26bFsJd_Nwz5Hi7qWxPhPBjDRYOlUjtLgDwsk","DanteBTV",NA,"Check Out The New Hot Video By Dante B Called Riled Up",1,"Eminem","uelHwf8o7_U"
"118","LneaDw26bFvAsBvYZLuVc3cJCI65rJQ9A-wZAcukfp0","101Tele",NA,"yo I know nobody will probably even read this..  but, Imma type it any way because i hope at least one person will  i&#39;m a rapper with a dream. I know there&#39;s like 200k of those in this world  but please check out my music and subscribe? if you want.? thanks,  I would love nothing more than to have a decent following on youtube..  if anyone? reading this could press the &quot;THUMBS UP&quot; other people will see it  just a simple button press? could make my dream come true =) Thank You",1,"Eminem","uelHwf8o7_U"
"119","LneaDw26bFupwvoW3Go_MqiZr35wklInwfOlKebxCYE","Anon",NA,"youtube.com/watch?v=2ASFn9ShgHk&amp;feature=youtu.be  please check out my song. looking for feedback, and supporters.",1,"Eminem","uelHwf8o7_U"
"120","LneaDw26bFvnMp5q__XiHBvyky8sw2uF9b-ZfDZi2to","WeTheDopeSquad",NA,"WATCH MY VIDEOS AND SUBSCRIBE",1,"Eminem","uelHwf8o7_U"
